Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:3B72XUTQRTreSzIdCCzcYC,"I Hate Being Late When I'm Early","Nardwuar the Human Serviette and The Evaporators present Busy Doing Nothing!","Andrew W.K.;Evaporators",2012-03-06,129466,0,false,,2025-09-29T05:16:41Z,"","Mint Records",0.334,0.911,7,-4.756,1,0.0523,0.0000511,0,0.411,0.771,185.851,4
spotify:track:1oAOdM08p2xCvegciRcxPa,"응프리스타일 Eung Freestyle","응프리스타일 Eung Freestyle","Kresnt;King H",2016-10-07,113438,26,true,,2025-09-29T05:16:25Z,"k-rap,rap québécois","TiV Sounds",0.812,0.454,2,-10.329,1,0.416,0.25,0,0.0916,0.546,137.748,4
spotify:track:25rc1PFgPvtV6GFSloyOI0,"New Level (feat. Future)","ALWAYS STRIVE AND PROSPER","A$AP Ferg;Future",2016-06-22,264973,55,true,,2025-09-29T05:16:25Z,"rap","A$AP Worldwide/Polo Grounds Music/RCA Records",0.734,0.703,1,-1.69,0,0.132,0.0344,0,0.162,0.152,121.08,4
spotify:track:5DtW92C90tbP6XQkWMnbTm,"Turtle Ship - Remix","Turtle Ship Remix","Paloalto;g2;B-Free;Okasian;ZICO",2015-10-28,280192,0,true,,2025-09-29T05:16:25Z,"k-rap,j-rap,k-pop","Hi-Lite Records",0.839,0.864,0,-3.275,1,0.228,0.218,0,0.371,0.45,114.091,4
spotify:track:62N2JSA0jHmSH7Va9t7hIf,"Habits (Stay High) - Hippie Sabotage Remix","Queen Of The Clouds","Tove Lo;Hippie Sabotage",2014-01-01,258933,65,false,,2025-09-29T05:16:25Z,"","Universal Music AB",0.735,0.686,4,-7.562,0,0.0366,0.00108,0.874,0.0933,0.0656,121.011,4
spotify:track:3RZrtVbjRfs9QTJx5nexVi,"Three Evils (Embodied in Love and Shadow)","In Keeping Secrets Of Silent Earth: 3","Coheed and Cambria",2003,279066,0,false,,2025-09-29T05:16:25Z,"","Equal Vision/Columbia",0.417,0.943,11,-3.47,0,0.0928,0.00471,0,0.643,0.646,166.712,4
spotify:track:4dcx8O09u2AwBDafnznaJa,"Magellan - TYNVN Remix","Magellan The Remixes","UZ;TYNVN",2016-12-09,216986,0,false,,2025-09-29T05:16:25Z,"edm trap,bass house","Quality Goods Records",0.582,0.819,5,-5.565,1,0.168,0.0182,0.681,0.525,0.161,145.155,4
spotify:track:4jjtFbO4dYu4JO0CIph6Ak,"Le Disko","We Are Pilots","Shiny Toy Guns",2006-01-01,203306,47,true,,2025-09-29T05:16:25Z,"","Motown",0.762,0.697,7,-3.657,1,0.0463,0.0688,0.0000752,0.269,0.705,123.033,4
spotify:track:5nFN8deb8sgGiwM9Im7yVS,"Bones","Bones","LOUDPVCK;Michael Sparks",2017-05-02,185600,16,false,,2025-09-29T05:16:08Z,"edm trap,bass house,bassline,g-house","LOUDPVCK",0.322,0.865,3,-4.376,0,0.0497,0.000374,0.0000821,0.725,0.131,149.77,4
spotify:track:55hUGKgOOB0O5fdoUCLRSZ,"IT G MA Remix (josh pan Opus) [feat. A$AP Ferg, Father, Dumbfoundead & Waka Flocka Flame with Anderson .Paak]","IT G MA Remix (josh pan Opus) [feat. A$AP Ferg, Father, Dumbfoundead, Waka Flocka Flame with Anderson .Paak]","Keith Ape;A$AP Ferg;Anderson .Paak;Dumbfoundead;Father;Waka Flocka Flame;josh pan",2016-02-12,865498,24,true,,2025-09-29T05:16:08Z,"k-rap,rap","OWSLA",0.442,0.822,1,-5.836,1,0.347,0.0406,0.0000352,0.117,0.181,101.89,4
spotify:track:4iZOgMH2sxUnhHHlErdBlf,"Cavern - SAYMYNAME Remix","Magellan The Remixes","UZ;ATLiens;SAYMYNAME",2016-12-09,185754,0,false,,2025-09-29T05:16:08Z,"edm trap,riddim,dubstep,deathstep,bass music,bass house","Quality Goods Records",0.642,0.983,1,-2.056,1,0.14,0.0132,0.941,0.0881,0.102,150.044,4
spotify:track:3f6HAXJgfKW3KhZW8hwi11,"Club Up!","Club Up! / Bonk","Gladiator;TT The Artist",2017-04-07,210026,0,true,,2025-09-29T05:16:08Z,"edm trap,baltimore club,ballroom vogue,jersey club","Insomniac",0.854,0.939,1,-3.156,1,0.193,0.0244,0.792,0.103,0.188,128.043,4
spotify:track:7ssaUVHbfPV4XX7k8idurx,"Song Against Sex","On Avery Island","Neutral Milk Hotel",1996-03-26,220893,0,false,,2025-09-29T05:16:08Z,"anti-folk,folk punk","Merge Records",0.26,0.705,5,-9.613,1,0.0614,0.000023,0.556,0.126,0.693,172.783,4
spotify:track:17lmI7sB6WW46QANALz9b6,"W2L (Welcome To London)","W2L (Welcome To London)","TroyBoi;Stooki Sound",2015-10-09,240000,28,false,,2025-09-29T05:16:08Z,"edm trap","Mad Decent",0.71,0.681,5,-3.901,0,0.0496,0.0206,0.00728,0.129,0.112,135.023,4
spotify:track:42NompRuq4NE3LioZzF7SM,"Panic Cord","404","Hucci;Gabrielle Aplin;G Frsh",2015-02-07,255660,0,false,,2025-09-29T05:16:08Z,"edm trap","VA",0.659,0.523,9,-6.689,1,0.0367,0.0219,0.0000489,0.0948,0.148,106.047,4
spotify:track:6GAhe3wXCDJP1RK5lZLyjX,"Came Up (feat. Post Malone & Key!)","Came Up (feat. Post Malone & Key!)","Flosstradamus;FKi 1st;graves;Post Malone;KEY!",2016-07-29,214929,45,true,,2025-09-29T05:16:08Z,"edm trap,future bass","Ultra Records, LLC",0.613,0.879,6,-4.649,1,0.0729,0.00908,0.00000166,0.108,0.497,76.966,4
spotify:track:4Ef4ksYK9Yn42rBj0tBer0,"Sprawl II (Mountains Beyond Mountains)","The Suburbs","Arcade Fire",2010-08-03,325546,0,false,,2025-09-29T05:16:08Z,"indie rock,baroque pop","Merge Records",0.519,0.809,8,-6.43,1,0.0287,0.0135,0.00163,0.113,0.185,99.972,4
spotify:track:4RyK6N4IQ85xxLgguQAFH5,"Blue Jeans","Born To Die - The Paradise Edition","Lana Del Rey",2012-01-01,209440,66,true,,2025-09-29T05:15:52Z,"","Polydor Records",0.558,0.837,3,-4.405,1,0.0633,0.418,0,0.0821,0.488,117.963,4
spotify:track:3cXyu35gjzalfx6Ra2CV4G,"God & the Devil","God & the Devil","Azide;J Swey",2017-02-07,160107,0,true,,2025-09-29T05:14:58Z,"","Azide & J Swey",0.53,0.644,2,-5.713,1,0.386,0.653,0,0.0894,0.0951,110.026,4
spotify:track:76bihOOhy0fN1WKGtrenzP,"Jetta Whippin'","Jetta Whippin'","RoeShamBeaux",2016-11-01,123924,18,true,,2025-09-29T05:14:58Z,"","Sol Empire",0.68,0.676,1,-7.169,1,0.242,0.0132,0,0.151,0.131,70.96,4
spotify:track:1cURnGaH9mR7YM8SsJHZeS,"How Can U Sleep (feat. Lil Dicky & The Game)","I'm Brain","Brain;Lil Dicky;The Game",2017-09-14,266369,0,true,,2025-09-29T05:14:58Z,"west coast hip hop","Commission/BMG",0.887,0.745,11,-3.428,1,0.169,0.104,0,0.289,0.249,123.031,4
spotify:track:0PDwNx6GrHc5sRVy6Hc7GP,"Perry Aye (feat. A$AP Rocky, A$AP Nast, Playboi Carti & Jaden Smith)","Cozy Tapes Vol. 2: Too Cozy","A$AP Mob;A$AP Rocky;A$AP NAST;Playboi Carti;Jaden",2017-08-25,146426,47,true,,2025-09-29T05:14:58Z,"rap,grime,uk grime,rage rap","A$AP Worldwide/Polo Grounds Music/RCA Records",0.919,0.535,5,-5.944,0,0.093,0.0483,0,0.102,0.197,117.957,4
spotify:track:4mgearnxcRBtuysKylvDYE,"Dorks","The Impossible Kid","Aesop Rock",2016-04-29,212906,0,true,,2025-09-29T05:14:58Z,"underground hip hop,experimental hip hop,alternative hip hop","Rhymesayers",0.673,0.838,7,-5.922,1,0.314,0.203,0.0000088,0.105,0.872,168.114,4
spotify:track:3vkPcnCLkg07BlY3MZjyca,"Huey Knew THEN (feat. Da$H)","Do What Thou Wilt.","Ab-Soul;Da$H",2016-12-09,270506,37,true,,2025-09-29T05:14:58Z,"underground hip hop,cloud rap","Top Dawg Entertainment",0.599,0.748,11,-7.714,0,0.311,0.0255,0,0.484,0.234,99.962,4
spotify:track:328NkgP31SEQ0NvkXeYpzj,"UNO","UNO","BewhY;Big K.R.I.T.",2017-03-14,258984,0,true,,2025-09-29T05:14:58Z,"k-rap,southern hip hop","Genie Music Corporation, Stone Music Entertainment",0.809,0.799,1,-3.729,1,0.113,0.00451,0.0000461,0.0548,0.338,116.974,4
spotify:track:1PyPK82Vd79mBJcuqA4Dv1,"Say Yes","Either/Or","Elliott Smith",1997-02-25,139000,0,false,,2025-09-29T05:14:58Z,"singer-songwriter","Kill Rock Stars",0.499,0.0875,5,-20.383,1,0.05,0.871,0.000221,0.11,0.418,153.439,4
spotify:track:6AUd1fau3vuy9OR8QfMrXV,"First Thing","Best of Both Worlds","GMEBE Bandz;A-Wax;Benji Glo",2016-11-13,288130,30,true,,2025-09-29T05:14:58Z,"chicago drill,drill","Pie-Rx",0.827,0.626,6,-8.557,1,0.0834,0.0529,0,0.264,0.521,110.07,4
spotify:track:76eV4ZO8gS7ibIQXiTgvjQ,"Chai Party","The Building","Mazzi;S.O.U.L. Purpose;Rob Flow",2017-02-10,169586,10,true,,2025-09-29T05:14:58Z,"","Devoon Edutainment",0.669,0.696,1,-5.218,0,0.173,0.0229,0.00000169,0.167,0.431,150.996,4
spotify:track:1g2kBvvSG4Yj69YeO33tip,"Better Days","Don't Die Yet (Revived Edition)","Marvel Alexander",2015-09-22,139000,17,true,,2025-09-29T05:14:58Z,"experimental hip hop","Modern Outfit",0.89,0.621,2,-7.437,1,0.0353,0.203,0,0.131,0.304,120.013,4
spotify:track:7Ge7XPB3koSwIxXrxkpuXa,"Texting & Driving","Tuki Toker","Tuki Carter",2016-12-09,178285,0,true,,2025-09-29T05:14:58Z,"","Taylor Gang Ent., LLC",0.76,0.821,1,-5.182,1,0.172,0.0243,0.462,0.119,0.648,140.001,4
spotify:track:16WvNIQOftnY9lXiIWufcx,"Bunk","Face Melt","Bruce Bayne;Will Is Chillin';Acumental;Rebel Legato;Term K;Loudmouth;Stank Face",2014-10-30,269964,0,true,,2025-09-29T05:14:58Z,"","Stank Face Records",0.939,0.377,5,-7.99,1,0.127,0.0422,0,0.0629,0.532,107.045,4
spotify:track:4gCREr6YIJJcvhpsM91OMS,"World Go Crazy","B4FRVR","Two-9",2015-06-02,224000,27,true,,2025-09-29T05:14:58Z,"","Made-It Mafia",0.826,0.467,1,-8.186,1,0.113,0.225,0,0.125,0.224,125,4
spotify:track:1McXetCmehkLYtdIXcTq4q,"Lock & Load (feat. Killer Mike)","The Alchemist & Oh No Present Welcome to Los Santos","MNDR;Killer Mike",2015-04-21,260373,0,true,,2025-09-29T05:14:58Z,"southern hip hop,alternative hip hop","Mass Appeal Records",0.435,0.871,6,-4.596,1,0.0535,0.00101,0.000104,0.102,0.216,84.112,4
spotify:track:7Eqv0HLTXRRcRRuTQKvBDT,"Artifacts","Barclay Crenshaw","Barclay Crenshaw;The Underachievers",2017-01-27,266474,0,false,,2025-09-29T05:14:58Z,"","Stx&Brx",0.717,0.665,9,-5.735,0,0.14,0.0589,0.0000012,0.14,0.71,148.023,4
spotify:track:3tfxzJZYkX0pyruhffxcl1,"Money Walk","Money Walk","Riot Ten;H&D",2016-10-31,179252,35,true,,2025-09-29T05:14:58Z,"dubstep,riddim,deathstep","HYPE OR DIE WORLDWIDE",0.817,0.781,2,-6.28,1,0.254,0.0111,0,0.0971,0.278,75.076,4
spotify:track:51gbF0SxTmxgAguiWWUXPu,"Jump (feat. Gizzle)","DROGAS Light","Lupe Fiasco;Gizzle",2017-02-10,274909,46,true,,2025-09-29T05:14:58Z,"","1st and 15th Productions, Inc.",0.79,0.762,6,-5.704,0,0.243,0.0418,0,0.087,0.96,75.549,4
spotify:track:47pgDM5iCb9PYyXYpOPFyF,"WINDOWS FT. RICK RO$$","WINDOWS FT. RICK RO$$","JOYRYDE",2016-11-10,234750,42,false,,2025-09-29T05:14:58Z,"bass house,g-house","UNWANTED",0.691,0.931,11,-3.639,1,0.354,0.0394,0.00000307,0.708,0.471,160.158,4
spotify:track:21iL1HD3h5AXGdSZABFd8t,"Front & Center","Front & Center","Joey Bada$$",2016-10-21,183396,0,true,,2025-09-29T05:14:58Z,"hip hop,rap","Cinematic Music Group/Pro Era",0.629,0.655,1,-8.212,1,0.355,0.0111,0,0.818,0.546,106.319,4
spotify:track:07HYQ9eR1yuN6i0JdVDSq5,"CA$H2MYCA$KET FT JAYDA & CRAIG XEN (PROD. SKRILLAH.)","CA$H2MYCA$KET FT JAYDA & CRAIG XEN (PROD. SKRILLAH.)","PHVZES;Craig Xen",2017-02-04,151838,0,true,,2025-09-29T05:14:58Z,"trap metal","Repost Network",0.816,0.649,10,-9.906,0,0.435,0.0218,0,0.0864,0.187,119.856,4
spotify:track:6UsdldEfcEXSID2G3nA89J,"San Francisco (Be Sure to Wear Flowers In Your Hair)","Forrest Gump - The Soundtrack","Scott McKenzie",2001-10-02,178800,46,false,,2025-09-29T05:14:58Z,"","Epic/Legacy",0.566,0.505,7,-10.404,1,0.0283,0.428,0.0000053,0.0927,0.649,113.145,4
spotify:track:237B0GS3Y8VwGGD9bGl1vG,"Red Dot Music","Watching Movies with the Sound Off (Deluxe Edition)","Mac Miller;Action Bronson",2013-06-18,367930,0,true,,2025-09-29T05:14:58Z,"east coast hip hop","Rostrum Records",0.537,0.686,5,-6.734,0,0.459,0.156,0,0.158,0.284,148.757,4
spotify:track:55CBDKzq67Qm02aD7LU6nY,"2 High (feat. $uicideboy$)","Wat The Frick EP","Getter;$uicideboy$",2016-09-02,154000,28,true,,2025-09-29T05:14:58Z,"dubstep,horrorcore,emo rap,cloud rap,trap metal,underground hip hop","OWSLA",0.726,0.892,0,-2.278,1,0.0557,0.000848,0.000144,0.831,0.334,120.1,4
spotify:track:0R6eH0G4J4hkkdcDc2KfjZ,"Wake Up","The Labyrinth","Zion I",2016-10-21,124366,4,true,,2025-09-29T05:14:58Z,"hyphy,underground hip hop","Mind Over Matter",0.836,0.796,8,-7.816,1,0.223,0.031,0,0.285,0.703,114.025,4
spotify:track:2xgX6htrEkyF90i6cwnOf6,"Dump Dump","Trap Lord","A$AP Ferg",2013-08-19,214826,39,true,,2025-09-29T05:14:58Z,"rap","A$AP Worldwide/Polo Grounds Music",0.65,0.638,8,-5.94,1,0.127,0.207,0,0.266,0.418,134.044,4
spotify:track:2fYsPexOWVK7qOL8mgpydW,"Ice","Welcome to the Future","Future;Juicy J;A$AP Ferg",2014-01-01,249052,0,false,,2025-09-29T05:14:58Z,"rap,crunk","Street money corporation",0.844,0.619,11,-7.975,0,0.269,0.0524,0,0.158,0.555,140.029,4
spotify:track:6HZILIRieu8S0iqY8kIKhj,"DNA.","DAMN.","Kendrick Lamar",2017-04-14,185946,77,true,,2025-09-29T05:14:58Z,"hip hop,west coast hip hop","Aftermath",0.638,0.523,1,-6.664,1,0.357,0.00454,0,0.0842,0.422,139.913,4
spotify:track:0Cp5LsJFTeHokHInMlL0nh,"100K","100K","Goodbye Tomorrow",2015-03-11,248972,0,true,,2025-09-29T05:14:58Z,"","Rostrum Records",0.836,0.832,7,-5.633,1,0.0807,0.0125,0,0.0988,0.67,116,4
spotify:track:36sDpbdGCYTCdLLNQsLsT6,"50 K","In Trap We Trust, Vol. 1","Waka Flocka Flame;T.I.",2015-02-18,207543,34,true,,2025-09-29T05:14:58Z,"southern hip hop","Swagg Nation Records LLC",0.827,0.716,9,-5.417,1,0.0527,0.00131,0,0.121,0.301,143.984,4
spotify:track:1eEPKr5gzWVSZKiMWIMZYa,"You See Me","Camp","Childish Gambino",2011-01-01,195373,0,true,,2025-09-29T05:14:58Z,"","Glassnote",0.677,0.806,2,-6.393,1,0.507,0.051,0,0.116,0.657,69.765,4
spotify:track:30sc425JEvj3tgmGAKORea,"New Choppa","Playboi Carti","Playboi Carti;A$AP Rocky",2017-04-14,126043,64,true,,2025-09-29T05:14:58Z,"rage rap,rap","AWGE Label",0.773,0.605,0,-4.223,0,0.0579,0.174,0,0.329,0.425,128.16,4
spotify:track:1NgNYW8XedhChze3LzO9xk,"Cleanin Up","Cleanin Up","Lil Windex",2017-07-04,203824,28,true,,2025-09-29T05:14:58Z,"","Lil Windex",0.832,0.729,7,-4.778,1,0.112,0.0294,0,0.135,0.713,109.962,4
spotify:track:7raU15JD4345z0DDnW1jre,"Inferno - Machinedrum Remix","Inferno (Machinedrum Remix)","UZ;Oski;Craze;Machinedrum",2017-11-03,207000,0,false,,2025-09-29T05:14:58Z,"edm trap,riddim,dubstep,bass music,moombahton,drumstep,footwork,idm,glitch","Quality Goods Records",0.794,0.825,5,-6.345,1,0.367,0.0584,0.282,0.123,0.453,89.99,4
spotify:track:1dHzthwGi2haGhpRkCKnbd,"Marvelous","Marvelous - Single","Yoshi Thompkins",2016-02-19,200777,6,true,,2025-09-29T05:14:58Z,"","C9",0.862,0.589,2,-11.428,0,0.166,0.0823,0,0.127,0.117,126.915,3
spotify:track:6saIbmjLvaqhS7yKP8jAk2,"First Breath","Let There B Lyt","Daylyt;willie b",2017-05-29,152137,0,true,,2025-09-29T05:14:58Z,"zydeco","Champions Only 98",0.607,0.743,8,-8.351,1,0.395,0.467,0,0.25,0.79,170.005,4
spotify:track:6QLSVZvunHnxE9q7L4n8LQ,"Where Are You Now?","Love Like This","The Summer Set",2009-10-13,273480,16,false,,2025-09-29T05:14:21Z,"pop punk","Razor & Tie",0.339,0.682,9,-7.71,1,0.047,0.116,0.000337,0.162,0.125,139.961,3
spotify:track:0G9TC07HTAjK4bJxYQQUlI,"Rap Game James Franco (Salisbury Steak Sweater) [feat. RiFF RaFF]","Rap Game James Franco (Salisbury Steak Sweater) [feat. RiFF RaFF]","Deezuz;Riff Raff",2013-01-29,160835,20,true,,2025-09-29T05:14:21Z,"","MOVE Inc.",0.698,0.787,7,-2.351,0,0.0892,0.0307,0,0.114,0.555,35.513,4
spotify:track:6DTpGPwh9iH60LH32XZ0tA,"Automated Oceans","Automated Oceans - Single","Young L;Sea Of Bees",2012-05-22,227538,0,false,,2025-09-29T05:14:21Z,"","Indie-Pop",0.531,0.485,1,-7.938,1,0.12,0.375,0,0.0891,0.239,132.925,4
spotify:track:2LAGJiA7FLMRFowV5W67sw,"Get This Money","High Class Street Music 3: Trappin' out a Mansion","Young Dolph;2 Chainz",2013-05-13,205640,56,true,,2025-09-29T05:14:21Z,"southern hip hop,trap,rap","Paper Route Empire",0.859,0.726,1,-6.025,0,0.129,0.0402,0,0.0941,0.687,132.036,4
spotify:track:45QAbhiq5ibQbFnWVS7TJH,"Too Bad","Too Bad - Single","IshDARR",2015-08-17,193071,30,true,,2025-09-29T05:14:21Z,"","IshDARR",0.625,0.726,2,-5.617,1,0.146,0.0933,0,0.234,0.337,139.951,4
spotify:track:46RKGtkSiyvKq9wGt5EotX,"Mellow Yellow","Mellow Yellow","Dumbfoundead",2017-04-21,185000,13,true,,2025-09-29T05:14:21Z,"k-rap","DFD RECORDS",0.778,0.618,11,-8.368,0,0.32,0.0723,0,0.164,0.351,129.94,4
spotify:track:4CmMW6ll5Tzt4m4Mo5rM2v,"Bada Bing! Wit' a Pipe!","Rise or Die Trying","Four Year Strong",2007-09-18,201533,0,false,,2025-09-29T05:14:21Z,"pop punk,punk","I Surrender Records",0.428,0.953,2,-4.475,1,0.109,0.00579,0,0.241,0.796,181.065,4
spotify:track:7LKYZDxba44iNVnKhgFVDg,"Beatdown in the Key of Happy","Rise or Die Trying","Four Year Strong",2007-09-18,183080,0,false,,2025-09-29T05:14:21Z,"pop punk,punk","I Surrender Records",0.549,0.902,2,-5.415,1,0.132,0.002,0,0.416,0.67,93.959,4
spotify:track:63L9AjBDN3SOMbJlBkFqiZ,"Careful","Brand New Eyes","Paramore",2009-09-25,230440,56,false,,2025-09-29T05:14:21Z,"pop punk,emo","Fueled By Ramen",0.417,0.945,8,-3.703,1,0.0805,0.00019,0.0000863,0.2,0.607,164.997,4
spotify:track:3ab6oWcjGJwj1q2dG9F9Ls,"Hazy","The 40 Akerz Project","Nappy Roots",2015-05-05,190032,22,false,,2025-09-29T05:14:21Z,"southern hip hop","Nappy Roots Entertainment",0.586,0.659,8,-5.028,1,0.254,0.185,0,0.334,0.382,121.929,4
spotify:track:6GnhWMhgJb7uyiiPEiEkDA,"Weekend (feat. Miguel)","GO:OD AM","Mac Miller;Miguel",2015-09-18,208080,75,true,,2025-09-29T05:14:21Z,"r&b","Warner Records",0.843,0.435,8,-8.442,1,0.178,0.47,0,0.147,0.19,120.058,4
spotify:track:1ea97AUSazu2QZw9BnHJqK,"Gucci Gucci","Somethin 'Bout Kreay","Kreayshawn",2012-09-14,187840,57,false,,2025-09-29T05:14:21Z,"","Columbia",0.712,0.924,10,-2.802,0,0.0683,0.165,0.0000177,0.906,0.901,77.508,4
spotify:track:7z7cVLaaSflYWIlkgPrUGA,"A Glorious Death (feat. Flatbush ZOMBiES)","12","A$AP Twelvyy;Flatbush Zombies",2017-08-04,225200,35,true,,2025-09-29T05:14:21Z,"","A$AP Worldwide/Polo Grounds Music",0.694,0.595,10,-5.926,0,0.298,0.083,0.00000452,0.0628,0.138,119.859,4
spotify:track:4iBxI4XfYAePhigQtLdlug,"Buzz Aldrin","Buzz Aldrin - Single","Curtis Williams",2013-12-03,261067,0,true,,2025-09-29T05:14:21Z,"","A3C / iH2D / iHipHop Distribution",0.665,0.634,8,-6.07,0,0.097,0.00169,0.00000936,0.114,0.238,119.93,4
spotify:track:5mu1uv8RmzDkF8foePK5qa,"Kream (feat. Tyga)","Survive The Summer","Iggy Azalea;Tyga",2018-08-03,166626,61,true,,2025-09-29T05:14:21Z,"","Island Records",0.785,0.425,10,-6.665,1,0.137,0.0335,0.00000436,0.108,0.192,174.028,4
spotify:track:4sR1nu9EsgqurdnYEp7vdz,"Run, Don't Walk","Hold On Tight","Hey Monday",2008-10-07,222973,32,false,,2025-09-29T05:14:21Z,"pop punk,emo","Decaydance/Columbia",0.313,0.911,4,-3.041,1,0.0809,0.00309,0,0.245,0.425,165.02,4
spotify:track:5iC3FCPD9Of4j8PG1y4RiQ,"Stay Strapped","Gang Tapes","Phonk P;Fred Blaze",2017-11-11,186587,0,true,,2025-09-29T05:14:21Z,"","Kreative Konscience Music",0.76,0.677,11,-4.849,0,0.256,0.0149,0.00003,0.106,0.363,89.974,4
spotify:track:6lwxNGjvD1pFlXyNI2h9aH,"2 MUCH (feat. 24hrs) (feat. 24hrs)","2 MUCH (feat. 24hrs) (feat. 24hrs)","Flosstradamus;24hrs",2018-02-09,182400,0,false,,2025-09-29T05:14:21Z,"edm trap","Ultra Records, LLC",0.642,0.933,4,-2.887,0,0.0871,0.0657,0.0000104,0.087,0.158,150.039,4
spotify:track:2WSoljkJNMKE19cgq0daR1,"What the Hell","Goodbye Lullaby (Deluxe Edition)","Avril Lavigne",2011-03-04,220626,0,false,,2025-09-29T05:14:21Z,"","Epic",0.57,0.938,6,-3.682,0,0.0555,0.00483,0.00488,0.13,0.858,150.081,4
spotify:track:3RQFICPJMsBazO66qK808s,"Skyway Avenue","We The Kings","We The Kings",2007-10-07,205209,0,false,,2025-09-29T05:14:21Z,"pop punk","S-Curve Records",0.476,0.885,6,-3.311,1,0.0856,0.0421,0,0.06,0.629,164.042,4
spotify:track:2PDLmgDWiwjUTxl1pPyDQA,"For a Pessimist, I'm Pretty Optimistic","Riot!","Paramore",2007-06-12,228293,53,false,,2025-09-29T05:14:21Z,"pop punk,emo","Fueled By Ramen",0.537,0.927,6,-3.322,1,0.0476,0.00017,0.00000678,0.115,0.379,102.445,4
spotify:track:3O6263OJ8OVOIKpFp6sNxr,"P.U.T.A. / Stacey Is The Bride","Arcstrumentals, Vol. 2","Erick the Architect",2018-02-16,195800,35,true,,2025-09-29T05:14:21Z,"jazz rap","Glorious Dead Recordings",0.879,0.491,4,-7.205,0,0.122,0.0463,0.0000808,0.106,0.325,89.998,4
spotify:track:3EJUnbxxsQp3ZXg65dOtz8,"Sheepbaaad","Your Mother's Other Son","Sweet da Kid",2015-08-05,163082,24,false,,2025-09-29T05:14:21Z,"","Louder Than Life/Sony Music",0.714,0.772,6,-5.289,1,0.104,0.0218,0.0000133,0.101,0.204,88.037,5
spotify:track:0bmNKwiulIaG8OSMtcuMbV,"2 a.m.","Lost The Album","Cool Calm Pete",2005-07-12,185066,0,true,,2025-09-29T05:13:58Z,"jazz rap","Embedded",0.559,0.582,3,-7.513,0,0.307,0.114,0.00000561,0.647,0.842,142.421,4
spotify:track:1x2AaC4RKXNJSaSKlBhDzR,"A Wizard Told Me","A Wizard Told Me","Ameer Vann",2015-05-08,193560,20,true,,2025-09-29T05:13:58Z,"","BROCKHAMPTON",0.511,0.687,2,-8.443,1,0.513,0.243,0.000162,0.232,0.416,132.476,4
spotify:track:7B6kmb9U4BS1YqPrZzUO7s,"Got It Like That - Eleven:11 Remix","Got It Like That (Eleven:11 Remix)","Pell;G-Eazy",2015-05-20,262280,37,true,,2025-09-29T05:13:58Z,"","PellYeah LLC",0.657,0.642,1,-7.616,1,0.136,0.147,0,0.0775,0.179,124.962,4
spotify:track:3KoTObJFtXaL1HRERR9M15,"Underworld","The Night Took Us in Like Family","L'Orange;Jeremiah Jae",2015-04-21,207255,0,true,,2025-09-29T05:13:58Z,"jazz rap","Mello Music Group",0.633,0.533,10,-10.888,1,0.352,0.586,0.0000444,0.348,0.463,85.969,4
spotify:track:1bqrRn1pJWowNLA5N9L6uW,"Meet Me in the Woods","Strange Trails","Lord Huron",2015-04-07,262209,5,true,,2025-09-29T05:13:58Z,"","IAMSOUND",0.543,0.925,6,-6.783,0,0.0448,0.392,0.456,0.0668,0.594,80.499,1
spotify:track:19qoXk7V1Fs3BV5MkCOaA9,"Fuckin' up the Count","Shadow of a Doubt","Freddie Gibbs",2015-11-20,201600,3,true,,2025-09-29T05:13:58Z,"jazz rap,alternative hip hop","ESGN / EMPIRE",0.663,0.666,7,-5.566,0,0.333,0.406,0,0.13,0.4,149.939,4
spotify:track:0QLuexVmR2wgNsekPKbv6c,"OSOM (feat. J. Cole)","Redemption","Jay Rock;J. Cole",2018-06-15,323120,53,true,,2025-09-29T05:13:58Z,"rap","Top Dawg Ent./Interscope Records",0.749,0.674,8,-6.756,0,0.229,0.406,0,0.296,0.396,124.917,4
spotify:track:5JEx7HbmvHQQswJCsoo9rA,"Close To Me (with Diplo) (feat. Swae Lee)","Close To Me (feat. Swae Lee)","Ellie Goulding;Diplo;Swae Lee",2018-10-24,182623,59,true,,2025-09-29T05:13:58Z,"moombahton","Polydor Records",0.575,0.758,1,-5.029,0,0.0618,0.0954,0,0.394,0.493,144.107,4
spotify:track:6Bqn71zg1dznO7Ck8ykEWc,"Jazz","The Water (S)","Mick Jenkins",2014-08-12,260160,0,true,,2025-09-29T05:13:58Z,"jazz rap","Cinematic Music Group",0.636,0.61,8,-9.665,1,0.119,0.25,0.000121,0.113,0.296,125.227,3
spotify:track:0Qr84l4h2Aswgwnz2f9DZk,"Now You Do","The Thurl Tape","A-1",2012-09-04,182383,22,false,,2025-09-29T05:13:58Z,"","Thurl",0.651,0.773,6,-6.855,0,0.262,0.268,0,0.172,0.411,129.882,4
spotify:track:1XoMhaVxtcVukieSHOpBtn,"You & Me","You & Me - Single","Skrux",2015-07-15,252590,0,false,,2025-09-29T05:13:58Z,"chillstep,future bass,melodic bass","Artist Intelligence Agency / Hegemon",0.335,0.888,0,-5.395,0,0.0887,0.14,0.604,0.171,0.149,139.77,4
