Direction,Date,Message
Received,"2025-12-02 23:58:13","Finally getting in this horrible uncomfortable bed. I am so tired. "
Sent,"2025-12-02 23:58:47","alright i’ll let you get to sleep. thank you for (kinda) talking to me."
Sent,"2025-12-02 23:58:48","i love you"
Sent,"2025-12-02 23:58:58","..like way more than youknow"
Received,"2025-12-02 23:58:58","I come over tomorrow"
Received,"2025-12-02 23:59:19","And Milo better have his puffer on  "
Received,"2025-12-03 00:00:29","I love you turd brain"
Received,"2025-12-03 07:35:00","Rise and shine mother fucker "
Received,"2025-12-03 07:35:06","Eggie cannot BREATHE "
Sent,"2025-12-03 07:59:01","Why what’s wrong with your breather"
Received,"2025-12-03 08:17:56","I’ve been having this stupid head cold ever since i stayed at my uncles "
Received,"2025-12-03 08:18:09","Can’t breathe. Can’t hear. Throat hurts. Coughing. "
Sent,"2025-12-03 08:23:56","Maybe god is punishing you for your rune meanness and your mean rudeness"
Received,"2025-12-03 08:31:56","Probably "
Sent,"2025-12-03 09:07:13","if you were here right now"
Sent,"2025-12-03 09:07:19","i would make you toast"
Sent,"2025-12-03 09:07:26","or share my toast with you"
Sent,"2025-12-03 09:32:55","￼"
Sent,"2025-12-03 09:32:55","Fine be mean to me, I won’t send you videos of my dog in a ski jacket "
Sent,"2025-12-03 09:32:56","🫠"
Sent,"2025-12-03 09:46:36","oh okay fine then i guess you don’t like dogs in ski jackets"
Sent,"2025-12-03 09:46:43","i’"
Sent,"2025-12-03 09:46:51","i will let the little boy know"
Sent,"2025-12-03 09:55:58","he said he knew you were a fuck by how you treated me but he never thought you’d turn on HIM"
Sent,"2025-12-03 09:56:29","i tried to tell him you are a depraved and sick person"
Sent,"2025-12-03 10:20:18","ew go 2 jail"
Sent,"2025-12-03 10:47:29","okay now you’re official enemy"
Sent,"2025-12-03 11:02:43","you wake me up RISE AND SHINE MOTHERFUCKER at 730"
Sent,"2025-12-03 11:02:48","and then you disappear on me"
Sent,"2025-12-03 11:02:51","…because you hate me"
Received,"2025-12-03 11:15:38","Loved a movie"
Received,"2025-12-03 11:15:51","I WAS PEEPING "
Sent,"2025-12-03 11:16:34","oh okay i’ll tell milo you ALSO don’t want to peep with us"
Sent,"2025-12-03 11:17:04","he said you probably have those stupid things on your face"
Received,"2025-12-03 11:42:10","I ain’t got nothing on my face "
Received,"2025-12-03 11:46:01","Eggie hungry hungry hippo"
Received,"2025-12-03 11:49:55","WHO WANTS CANTON"
Received,"2025-12-03 11:57:44","Fine whatever "
Received,"2025-12-03 11:57:46","BE THAT WAY "
Received,"2025-12-03 12:01:20","The food is ordered "
Received,"2025-12-03 12:12:09","Eggster is trying to get her stupid boots on "
Sent,"2025-12-03 12:12:49","One of these days these boots are gonna walk all over you"
Received,"2025-12-03 12:15:14","Ha. Ha. Ha. "
Received,"2025-12-03 12:15:24","My dad gave me something to give to you "
Received,"2025-12-03 12:15:44","The Eggie has left the nest  "
Received,"2025-12-03 12:15:55","En route to canton "
Received,"2025-12-03 12:21:46","Food in hand "
Received,"2025-12-03 12:21:51","Is the door unlocked "
Received,"2025-12-03 12:21:54","It’s cold "
Sent,"2025-12-03 12:22:18","eggster i had it unlocked at 9am thinking maybe you might start liking me again and would show up"
Received,"2025-12-03 12:29:17",HERW
Received,"2025-12-03 12:29:19",HERE
Received,"2025-12-03 16:56:58","I am trying to get some sort of money together "
Received,"2025-12-03 17:03:24","I have twenty.. i dont know if your mom would be able to sell me any of whatever she has?"
Received,"2025-12-03 17:03:42","Nvm I’ll text her "
Sent,"2025-12-03 17:34:44","don’t"
Sent,"2025-12-03 17:34:50","Let me handle it"
Received,"2025-12-03 17:35:57","I did "
Received,"2025-12-03 17:36:07","Got her wine too "
Received,"2025-12-03 17:36:09","On my way "
Sent,"2025-12-03 17:38:15","Do not give her money just the wine"
Sent,"2025-12-03 17:38:31","Well whateveri don’t care"
Sent,"2025-12-03 17:38:52","Are you just coming to pick this up"
Received,"2025-12-03 17:40:00","I’m coming in for a little "
Sent,"2025-12-03 17:40:05",ok
Received,"2025-12-03 17:40:26","Here’s"
Sent,"2025-12-03 17:41:47","fyi I’m not gonna be able to get anything else from her because you got this so I sure hope you’re planning on splitting it wit me"
Sent,"2025-12-03 17:47:01",?
Sent,"2025-12-03 20:49:51","…I guess youre not talking ti me"
Sent,"2025-12-03 20:50:02","I love you o. Goodnight"
Received,"2025-12-03 21:10:11","I’m sorry. Walmart took forever to I showered and I feel like shit. My heads throbbing. "
Received,"2025-12-03 21:19:13","I love you Dan "
Sent,"2025-12-03 23:12:20","me and milo"
Sent,"2025-12-03 23:12:23","made some chicken noodle soup and grilled cheese"
Received,"2025-12-03 23:20:08","I just woke up. I fell asleep with the lights on. "
Received,"2025-12-03 23:20:32","Give Milo the soup broth"
Received,"2025-12-03 23:20:37","He loved it "
Sent,"2025-12-03 23:20:48","i can’t"
Sent,"2025-12-03 23:21:04","It’s SPICY chicky noodie"
Sent,"2025-12-03 23:21:16","And not because of me - it came that way"
Received,"2025-12-03 23:21:25","🤔"
Sent,"2025-12-03 23:21:52","Like it’s labeled"
Received,"2025-12-03 23:22:02","That’s stupid "
Sent,"2025-12-03 23:22:04","spicy chicky noodie"
Received,"2025-12-03 23:22:18","Think about Milo "
Sent,"2025-12-03 23:22:20","It was prettayyyyyy prettayyy g"
Sent,"2025-12-03 23:22:31","well he already had broth"
Received,"2025-12-03 23:22:37","He wants more "
Sent,"2025-12-03 23:22:43","And then apparently he was upstairs while I was asleep"
Received,"2025-12-03 23:22:49","🫢"
Sent,"2025-12-03 23:22:58","Eating a full thanksgiving dinner on the couch with my mom"
Received,"2025-12-03 23:23:03","Stop it’s"
Received,"2025-12-03 23:23:05",Hahahahahha
Received,"2025-12-03 23:23:15","They are best pals "
Sent,"2025-12-03 23:23:21","she said he sat with her for like an hour waiting for it to be ready"
Sent,"2025-12-03 23:23:41","Now he’s back on the heating pad"
Received,"2025-12-03 23:23:44","What a good boy "
Sent,"2025-12-03 23:23:49","RED ZONE BABY"
Received,"2025-12-03 23:23:50","He’s living the life "
Sent,"2025-12-03 23:24:00","We are red zonin’ it"
Received,"2025-12-03 23:24:04","he’s gonna get toaster burn "
Received,"2025-12-03 23:24:11","Please don’t red zone "
Sent,"2025-12-03 23:24:16","Noooooo he said"
Sent,"2025-12-03 23:24:24","“Mom I live my life in the red zone”"
Received,"2025-12-03 23:24:25","He is very sensitive "
Received,"2025-12-03 23:24:31","Please "
Received,"2025-12-03 23:24:40","That heaty pad is old "
Received,"2025-12-03 23:24:48","Yellow zone please "
Received,"2025-12-03 23:24:59","I don’t want him to get burns "
Sent,"2025-12-03 23:26:31","￼"
Sent,"2025-12-03 23:26:32","Okay for you I change to yellow zone"
Sent,"2025-12-03 23:26:32","But only for you"
Sent,"2025-12-03 23:26:38","Because I love you"
Sent,"2025-12-03 23:26:45","Very very very much"
Received,"2025-12-03 23:27:41","His wittle ears perked up when you said mommy "
Received,"2025-12-03 23:27:56","Got the heater and the heaty pad going "
Received,"2025-12-03 23:28:05","He said this is the life "
Sent,"2025-12-03 23:28:23","his ears always do that"
Sent,"2025-12-03 23:28:33","any time I said mommy he puts the sat ears on"
Received,"2025-12-03 23:28:45","Best dog award 2025 "
Sent,"2025-12-03 23:28:48","He misses mommy "
Sent,"2025-12-03 23:28:51","We both do"
Received,"2025-12-03 23:28:58","8 years in a row "
Received,"2025-12-03 23:29:07","New world record "
Sent,"2025-12-03 23:29:51","What a star"
Received,"2025-12-03 23:29:52","Well I wish me and Betty could say the same. But she’s no longer with us. So it’s just me, I miss you two turd heads. "
Received,"2025-12-03 23:30:07","He’s donating all his winnings to the hero’s "
Received,"2025-12-03 23:30:30","He said Tis the season "
Sent,"2025-12-03 23:30:52","Milo, you only get a box of dog biscuits for winning the best dog award….I don’t think the hero’s want your biscuits"
Received,"2025-12-03 23:31:21","He said it’s worth a try to donate them "
Sent,"2025-12-03 23:31:48","that’s how he keeps winning the award"
Received,"2025-12-03 23:32:05","And his cuteness "
Sent,"2025-12-03 23:32:08","He wins it by donating the last years winnings to the heros"
Sent,"2025-12-03 23:32:17","He’s scamming them"
Received,"2025-12-03 23:32:31","👀"
Sent,"2025-12-03 23:32:47","I might want another one hitter"
Received,"2025-12-03 23:32:57",?
Received,"2025-12-03 23:33:02","I can’t help you there "
Sent,"2025-12-03 23:33:10","was I asking you"
Received,"2025-12-03 23:33:15","Wish i had some "
Sent,"2025-12-03 23:33:17",Heh?
Sent,"2025-12-03 23:33:26","I Wass just noting"
Sent,"2025-12-03 23:33:56","Yeah well if you ever stayed with me you could ahve all of the one hitters your heart desires"
Sent,"2025-12-03 23:34:11","But you hate us soooooo"
Sent,"2025-12-03 23:34:18","Well, I won’t say that"
Received,"2025-12-03 23:34:18","I do not hate "
Sent,"2025-12-03 23:34:22","You hate ME"
Received,"2025-12-03 23:34:35","No I do not "
Received,"2025-12-03 23:34:50","I LOVE YOU "
Sent,"2025-12-03 23:35:25",pffft
Sent,"2025-12-03 23:35:37","You don’t know what love means"
Sent,"2025-12-03 23:35:45","i LOVE you"
Received,"2025-12-03 23:35:51","Oh "
Sent,"2025-12-03 23:35:54","it’s different"
Received,"2025-12-03 23:36:01",I
Received,"2025-12-03 23:36:09",LOVE
Received,"2025-12-03 23:36:14",YOU
Sent,"2025-12-03 23:37:38","Yeah whatever - I literally feel different when you’re around"
Sent,"2025-12-03 23:37:57","Just being near you makes me feel 100% better I hate it so much"
Received,"2025-12-03 23:38:17","You hate me "
Sent,"2025-12-03 23:38:20","Why couldn’t that have happened with someone ni"
Received,"2025-12-03 23:38:36","😳🫢😕"
Sent,"2025-12-03 23:39:04","I hate that it had to be YOU "
Received,"2025-12-03 23:39:23","☹️☹️☹️"
Received,"2025-12-03 23:39:34","Flounder face"
Sent,"2025-12-03 23:40:18","I’m stuck with you forever….even if you’re gone I’m still stuck with you"
Sent,"2025-12-03 23:41:09","you’re just in your own category. I love you different than I could anyone else"
Sent,"2025-12-03 23:41:12","It sucks"
Sent,"2025-12-03 23:42:15","but even though I know you’re awful and mean…I do truly truly love you"
Received,"2025-12-03 23:42:41","Am I in the ‘egg land best’ category for eggs"
Sent,"2025-12-03 23:43:11","…I will walk down there "
Sent,"2025-12-03 23:43:24","And spit on the floor for making jokes like that"
Sent,"2025-12-03 23:43:32","Yes you are egg land best"
Received,"2025-12-03 23:43:40","WAS I ACTUALLY FUNNY "
Received,"2025-12-03 23:43:45",HAHAHAHAHAH
Received,"2025-12-03 23:44:01","I came up with that quick "
Received,"2025-12-03 23:44:12","And your stamp of approval "
Sent,"2025-12-03 23:44:15","Yea you’re a real s"
Sent,"2025-12-03 23:44:24",star
Sent,"2025-12-03 23:44:29","you and milo"
Sent,"2025-12-03 23:44:34",Stars
Received,"2025-12-03 23:44:42","Milo gold star "
Sent,"2025-12-03 23:45:14","I wish you were eeping next to me"
Received,"2025-12-03 23:46:25","Me too ☹️😕"
Received,"2025-12-03 23:55:58","Eggster gotta go back to peep"
Received,"2025-12-03 23:56:13","She sorry "
Sent,"2025-12-03 23:56:44","I love you so much"
Sent,"2025-12-03 23:56:54","Have good night"
Received,"2025-12-03 23:58:04","I love you SO much "
Sent,"2025-12-03 23:58:27","🙄"
Sent,"2025-12-04 00:01:46","I have big nug of weed"
Sent,"2025-12-04 00:01:52","I will save for you"
Sent,"2025-12-04 00:03:09","But there’s a catch"
Sent,"2025-12-04 00:09:57","You gotta at least grab it if you want the weed"
Sent,"2025-12-04 00:10:38","To prove you don’t hate me okaybye goodnight I love you eggstar😇"
Sent,"2025-12-04 07:43:08","Rise and shine motherfucker"
Received,"2025-12-04 11:05:28","I finally actually slept "
Received,"2025-12-04 11:05:32","I gotta go back to Walmart "
Sent,"2025-12-04 11:08:34","…you"
Sent,"2025-12-04 11:08:39","…are a jerk"
Sent,"2025-12-04 11:09:49","That was milo. Milo wrote that"
Received,"2025-12-04 11:10:25","Sugie wants SIX pantry storage containers "
Received,"2025-12-04 11:10:27","For what "
Received,"2025-12-04 11:10:29","I dont know "
Sent,"2025-12-04 11:37:17","are you going to want anything today"
Sent,"2025-12-04 11:37:24",pookibear
Received,"2025-12-04 11:37:29",Yes
Received,"2025-12-04 11:37:48","I’m leaving now to go to Walmart. Then sugies to set up her new house phone "
Received,"2025-12-04 11:37:54","And she will write me a check "
Sent,"2025-12-04 11:39:20","Milo asked if he could get into one of the containers"
Sent,"2025-12-04 11:39:34","Maybe it would be a good placee to sleep?"
Received,"2025-12-04 11:43:43","I’ll find something for the boy "
Received,"2025-12-04 12:13:14","Milo gonna be the happiest boy ever "
Sent,"2025-12-04 12:52:56","￼"
Sent,"2025-12-04 13:08:15","u slow"
Received,"2025-12-04 13:12:03","I’m at sugies "
Received,"2025-12-04 13:12:05",Chill
Sent,"2025-12-04 13:28:17","but. i want."
Sent,"2025-12-04 13:28:17",my.
Sent,"2025-12-04 13:28:18",eggie.
Sent,"2025-12-04 13:29:03","we even left your heat pad out for you"
Sent,"2025-12-04 13:29:25","heaty pad"
Sent,"2025-12-04 13:29:27",weed
Sent,"2025-12-04 13:29:29",z
Sent,"2025-12-04 13:29:38","we have all your things"
Sent,"2025-12-04 13:32:36","￼"
Received,"2025-12-04 13:37:08","I’m trying to set up this damn landline "
Received,"2025-12-04 13:37:20","I want 100"
Sent,"2025-12-04 13:45:35","how long are ya ganna be"
Sent,"2025-12-04 13:45:35","and do i get to spend any time with you today"
Sent,"2025-12-04 13:45:35",plz
Received,"2025-12-04 13:46:45","Almost finished then go to atm"
Sent,"2025-12-04 13:47:58","that means no 😟"
Received,"2025-12-04 13:48:49","I AM COMING OVER SIR "
Received,"2025-12-04 13:48:52",CHILL
Received,"2025-12-04 13:49:16","GETTING YOU COFFEE KCUPS"
Sent,"2025-12-04 13:49:27","I WANT"
Sent,"2025-12-04 13:49:31","MY EGGIE"
Sent,"2025-12-04 13:49:54","i getting in the shower"
Received,"2025-12-04 13:52:16","I have to go in the bank it won’t let me do express funds i dont know why "
Received,"2025-12-04 13:52:31","Stupid "
Received,"2025-12-04 13:52:37","So wait "
Received,"2025-12-04 13:52:44","You said you had z there already "
Sent,"2025-12-04 14:00:55","my mom does"
Received,"2025-12-04 14:01:23","Well, can you tell her to text him?"
Received,"2025-12-04 14:01:33","I’m leaving "
Sent,"2025-12-04 14:03:10",done
Received,"2025-12-04 14:03:37","Thank you "
Received,"2025-12-04 14:03:43","Going to bank now "
Sent,"2025-12-04 14:05:55","love u"
Received,"2025-12-04 14:09:17","Wuv yew"
Received,"2025-12-04 14:09:19","On my way "
Sent,"2025-12-04 15:22:26","you’re not trying and you don’t care. this is all stupid and fake"
Received,"2025-12-04 15:29:25","ALL BECAUSE I HAVE NO SEX DRIVE DAN????"
Received,"2025-12-04 15:29:35","Whatever. Your mom said he’s on his way"
Received,"2025-12-04 15:29:46","I’m moving this fucking chair then I’ll come get it. "
Sent,"2025-12-04 15:34:26","annie it’s not JUST that and you know its not"
Sent,"2025-12-04 15:34:44","also you know that you’re phrasing this in a way to make it sound like i’m asking you something impossible"
Sent,"2025-12-04 15:35:32","and 2 days ago you told me that you understood why i doubted that you were serious about any of this"
Sent,"2025-12-04 15:37:52","and it would hurt your feelings a lot too"
Sent,"2025-12-04 15:38:18","if you were in my position and i literally REFUSED to have any sexual contact with you ever and just said “i don’t feel like it”"
Sent,"2025-12-04 15:38:32","you would think “what is wrong with me”"
Received,"2025-12-04 15:40:13","I’m on my way back "
Sent,"2025-12-04 15:40:30","wow thanks for caring"
Sent,"2025-12-04 16:04:28",https://www.youtube.com/watch?v=f0w60zW97sE
Sent,"2025-12-04 18:03:55","…i promise i’m not trying to be difficult but am i seriously supposed to believe that you are serious about us being together or how you feel abt me"
Sent,"2025-12-04 18:12:40","whatever it’s thursday night and you have a tendency to disappear on thursdays so…guess i’ll talk to you later"
Sent,"2025-12-04 18:20:57","what the fuck annie"
Received,"2025-12-04 18:21:33","I’m icing fucking cookies"
Received,"2025-12-04 18:21:38","Holy fuck "
Sent,"2025-12-04 18:29:58","oh shit i am so sorry if i would have known, i never would have said anything about something so unimportant and unnecessary"
Sent,"2025-12-04 18:30:05","i’ll let you go then"
Sent,"2025-12-04 19:04:03","well it sure seems like the you don’t even want to talk to me once you have it and like i’m not supposed to be messaging you after that."
Sent,"2025-12-04 19:26:43","okay well i’m sorry for bothering you and i’ll try to do better just accepting that i’m basically just an acquaintance to you at this point, and i should not feel like i have permission to talk to you about other subjects."
Sent,"2025-12-04 19:28:24","i would   really appreciate it if you’d stop telling me i’m important or that me or us matters to you when this is what you do every day."
Sent,"2025-12-04 19:36:03",srsly
Sent,"2025-12-04 19:36:57","have a great night"
Sent,"2025-12-04 19:48:24","if you are going with “i fell asleep” you can legitimately just not waste your time typing it out"
Sent,"2025-12-04 20:04:55","yeah - fuck. you."
Received,"2025-12-04 20:23:52","Alright Dan. No I wasn’t sleeping. We ate dinner and I have been setting stuff up with my mom. "
Sent,"2025-12-04 20:29:58","k goodnight then - i won’t bother you until the allowed time and i will refrain from mentioning any of the incredibly simple and fundamental issues that are preventing anything improving when i am supposed to talk"
Sent,"2025-12-04 21:01:13","…like, why keep doing this same thing?"
Sent,"2025-12-04 21:02:51","it doesn’t matter i guess - i’m just not sure why you want me to keep bothering you when you know you’d rather i go away 22 hours a day"
Sent,"2025-12-04 21:09:48",it
Sent,"2025-12-04 21:15:12","it’s nice that you feel so above scrutiny that you act like this to me - when i’ve just figured out how to forgive you and move on without any real acknowledgement or apology for so much shit."
Sent,"2025-12-04 21:58:50","what did i do to get you mad at ME"
Sent,"2025-12-04 22:07:12",wtf
Received,"2025-12-04 22:11:49","I’m not mad at you Dan "
Sent,"2025-12-04 22:15:12","so i’m just supposed to know that after bop comes that i’m not supposed to talk to you anymore that day?"
Sent,"2025-12-04 22:16:41","i don’t fucking understand annie - if this is how you want to be to me and what this is now then please just cut out of it"
Sent,"2025-12-04 22:18:11","whatever i can tell how totally unconcerned and passive you are about this entire thing and i just do not get it"
Sent,"2025-12-04 22:18:13",goodnight
Received,"2025-12-04 22:18:29","No dan?! I told you I had to go help my dad move furniture out into the garage and help my mom set up tables the i helped her make and ice and decorate cookies "
Received,"2025-12-04 22:19:17","I am sorry I have become everyone’s fucking work horse "
Sent,"2025-12-04 22:31:00","i won’t get into it, you don’t want to hear it or care how this effects me so i’ll drop it"
Sent,"2025-12-04 22:35:10","maybe i just want you to actually care, not even do anything different but"
Sent,"2025-12-04 22:36:06","well, i love you."
Received,"2025-12-04 22:38:03","Dan I care "
Received,"2025-12-04 22:38:09","I love you I am tired "
Sent,"2025-12-04 22:40:17","yes it shows"
Sent,"2025-12-04 22:40:18",goodnight
Received,"2025-12-04 22:40:43","Goodnight I love you Dan "
Sent,"2025-12-04 22:49:07","thanks again for keeping my head fucked up that the love of my life and girl i’ve been with for a decade refuses to touch me in any way that isn’t platonic"
Sent,"2025-12-05 00:00:23","i won’t send you a bunch of texts overnight but i do need to continue making this clear as often as possible until it’s resolved one way or another:"
Sent,"2025-12-05 00:02:22","if you aren’t ready or willing to have ANY kind of sexual relationship like…today…we. can. not. continue."
Sent,"2025-12-05 00:05:49","you have destroyed my confidence and self-image…rather than help me feel any better you are making it 100x worse and making me feel fucking worthless and unwanted. there feels like something else going on and i don’t fucking need more mystery. this is awful and you are not even trying to make it better or believable\"
Sent,"2025-12-05 00:07:31","this is going to be a fucking fight every single day until it’s resolved. why the fuck is it so unthinkable to do this? even if you’re not “in the mood”"
Sent,"2025-12-05 10:57:46","😔"
Received,"2025-12-05 11:05:24","Just waking up… I feel so horrible "
Received,"2025-12-05 11:13:29","Like this has to be that new strain of covid"
Sent,"2025-12-05 11:19:39",Huh?
Received,"2025-12-05 11:25:35","I think I have the new strain of covid "
Sent,"2025-12-05 11:40:10","…yeah I understood but what makes you think that"
Sent,"2025-12-05 12:00:25","You’re good for today?"
Received,"2025-12-05 12:11:34","My symptoms and it’s been over a week of having it "
Received,"2025-12-05 12:11:41","I don’t have any money "
Sent,"2025-12-05 12:32:58","Okay well I’m taking from all off this I won’t be seeing you today so have a nice day I guess"
Received,"2025-12-05 13:09:15","What the hell dan "
Received,"2025-12-05 13:09:38","I am laying in bed feeling like death. I’m trying to get some money together "
Sent,"2025-12-05 14:21:20","Last chance"
Sent,"2025-12-05 14:21:24","She’s calling soon"
Received,"2025-12-05 14:31:02","I’m waiting for my mom to send me money Dan "
Received,"2025-12-05 14:31:20","Can your mom cover anything for me "
Received,"2025-12-05 14:31:28","Let me call my mom. Hold on. "
Sent,"2025-12-05 14:33:17",???
Sent,"2025-12-05 14:33:46","You need to fucking tell me now if you want something"
Sent,"2025-12-05 14:33:50","I can’t cover anything"
Sent,"2025-12-05 14:33:56","She’s waiting for you"
Received,"2025-12-05 14:34:14","Okay Dan "
Received,"2025-12-05 14:34:25","She is going to send me some money when she stops driving "
Received,"2025-12-05 14:34:44","I have fifty. "
Received,"2025-12-05 14:35:21","I’ll go to atm in a few min let me get dressed "
Received,"2025-12-05 14:47:57","Leaving "
Sent,"2025-12-05 15:44:37","I’m getting your stuff together and going to reset this phone one last time. He won’t be long so I’ll let you know when I’m ready and you can come grab everythingHonestly if it’s this big of a fucking deal, we shouldn’t be anywhere near each other."
Sent,"2025-12-05 16:22:03","Can I ask what your plan is here? Like I’m telling you that if you find me that unappealing that yu won’t even fucking touch me…that we can’t be together"
Sent,"2025-12-05 16:22:54","And this is SEVERELY stressing me out. I don’t believe your story"
Sent,"2025-12-05 16:25:19","you have no idea how much being flat rejected by you is fucking with me annie. "
Sent,"2025-12-05 16:25:51","You are not looking at how we got here and what this says to me. It fucking HURTS and it’s AWFUL and you don’t even care"
Received,"2025-12-05 16:26:01","Jesus Christ stop Dan "
Received,"2025-12-05 16:26:05","I will be there soon. "
Sent,"2025-12-05 16:26:15","Okay so take your stuff and go and I will stop"
Received,"2025-12-05 16:36:40","I’m coming "
Sent,"2025-12-05 16:42:03","I fucking hate this I don’t want to feel unwanted anymore"
Received,"2025-12-05 16:43:20","I DONWANT YOY "
Received,"2025-12-05 16:43:29","I am on my way "
Sent,"2025-12-05 16:45:12","annie stop, this is what is making it so hard…I am so used to you actually loving me and caring about me that I can’t accept that you don’t anymore and that what you’re saying is not true "
Sent,"2025-12-05 16:45:49","What you say doesn’t matter if it’s never true"
Received,"2025-12-05 16:46:23","Almost there. Turning on Saratoga "
Sent,"2025-12-05 17:04:22","Are you shooting again?"
Sent,"2025-12-05 19:26:57","if you aren’t going to actually come back please tell me now so i don’t wait around thinking you’re coming"
Sent,"2025-12-05 19:32:36",please?
Sent,"2025-12-05 19:43:38","that’s very cool annie thanks a lot. i suppose you don’t have your phone on you"
Sent,"2025-12-05 19:48:59","seriously i give up. you’re not able to understand how you make me feel worthless and unwanted and i want to just fucking die because i am so into you and now you literally won’t even touch me."
Sent,"2025-12-05 19:50:01","it’s eating away at me and i just hate everything about my life now."
Sent,"2025-12-05 19:50:29","if you decide you want to see me, the door is open."
Sent,"2025-12-05 19:51:38","if you don’t - we can just consider that your decision and be done without any further conversation or debate."
Sent,"2025-12-05 19:57:10","like what the fuck why am i the only person you don’t respond to?"
Sent,"2025-12-05 20:04:29","okay i’m not stupid."
Sent,"2025-12-05 20:04:59","we’ll see what happens. if you’re blowing me off i’m just blocking you and that’s it"
Sent,"2025-12-05 20:16:43","yeah i’m about done here. you do not give a FUCK about me now"
Sent,"2025-12-05 20:31:03","alright. not angry but you are done destroying my self worth and treating me like a piece of shit."
Sent,"2025-12-05 20:31:23","these are your decisions and the message is clear. hope you have a magical night."
Sent,"2025-12-05 21:10:22","i appreciate you making it clear what you think of me and where i stand in your life"
Sent,"2025-12-05 21:11:38","again i’m not going to be rude or freak out or do this for dramatics."
Sent,"2025-12-05 21:15:59","i do want you to know that i"
Sent,"2025-12-05 21:18:05","am going to spend years trying to get past and overcome what you did by rejecting me. you’ve made me truly hate everything about myself and feel  so unwanted that i don’t know how to get back up. anyways you (clearly) don’t give a fuck. that’s all goodbye annie. no, we don’t pick these pieces up tomorrow. you made your choice."
Sent,"2025-12-05 21:25:26","you are the most heartless person i’ve ever known."
Sent,"2025-12-05 21:45:46","annie no more of this"
Sent,"2025-12-05 21:47:00","This is who you are. This is what you think of me. You KNOW youre being cruel and shitty right now.  "
Sent,"2025-12-05 21:53:29","Look at what you keep doing to me and tell me it’s even possible for you to still love me"
Sent,"2025-12-05 21:55:41","I’m sorry I’ll stop, you don’t want to hear from me.  And from now on you won’t be hearing from me anymore. Nor will I hear from you. I am going to make sure of that"
Sent,"2025-12-05 21:59:22","(Do not text suz about z again. If that’s a problem, I can make sure she doesn’t hear from you in the same way I won’t be hearing from you. You’re exiting my life entirely)"
Sent,"2025-12-05 22:02:38","This was really, REALLY fucking shitty of you to do tonight. I hope you know that."
Sent,"2025-12-05 22:03:03","You could have just told me you weren’t coming and it would have been so much less rude and hurtful"
Sent,"2025-12-05 22:05:04","seriously you’ve got no compassion or empathy..you just do not care what it feels like to be treated like you are not a person at all. "
Sent,"2025-12-05 22:08:05","Alright this phone is almost done wiping and I am blocking you the second it I finished so  this is goodbye "
Sent,"2025-12-05 22:14:28","fuck you. you've turned into a legitimately bad person.  "
Sent,"2025-12-05 22:23:19","i’ll be by in the morning. if you’re not around i can give it to your parents, who i would really like to let know how you’ve been treating me because nobody ever hears my side"
Sent,"2025-12-05 22:24:04","why did you need do this? you could have just turned me down"
Sent,"2025-12-05 22:38:55","stay the fuck away from me. Do not contact my mom. Do not ask to see milo. "
Sent,"2025-12-05 22:50:22","Why did you do this to me tonight of all nights"
Sent,"2025-12-05 22:50:43","Could you not see that I’m already having a hard enough time "
Sent,"2025-12-05 22:51:02","What the fuck have I ever done to you to deserve to be treated like this"
Sent,"2025-12-05 23:13:10","we’re not having a talk or letting you in to say goodbye to milo. i am going to act like you do not exist and i am going to figure out how to forget that you were my one true love.  you won’t even notice that i’ve disappeared"
Sent,"2025-12-05 23:18:35","no, i do not believe that someone who would do this, particularly tonight, loves or cares about me."
Sent,"2025-12-05 23:20:46","no i don’t know you’re not shooting. no i don’t believe you’re not seeing anyone. no, i don’t think you have any intention of being with me."
Sent,"2025-12-05 23:22:20","someday, you’re going to be treated like you don’t matter by someone you care about and you’ll see that it’s a special kind of awful…it’s literally the worst feeling in the world."
Sent,"2025-12-05 23:22:58","okay, i’ll stop. YOU chose to do this."
Sent,"2025-12-05 23:24:03","YOU are the one who decided to hurt me again"
Sent,"2025-12-05 23:27:16","and YOU are the one who wanted me out of your life now and forever.  That’s what happens now."
Sent,"2025-12-05 23:51:13","you’re a shitty person to me"
Sent,"2025-12-05 23:51:17","you can not even letme know you’re fucking safe"
Sent,"2025-12-05 23:52:37","fuck you annie. i don’t ever want to see you again. you’ve ruined my life and me."
Sent,"2025-12-06 00:48:50","how the fuck could you make such a big deal about not being able to have sex and then do this"
Sent,"2025-12-06 00:48:54","what do you think that makes me feel like annie"
Sent,"2025-12-06 01:00:07","this is the last night i will ever lay here feeling like this…no idea where you are…ditched…unwanted…used and manipulated."
Sent,"2025-12-06 01:06:34","i would have done fucking anything for you… i would have let you treat me badly and i still could have loved you for the rest ofmy life because you were the one"
Sent,"2025-12-06 01:07:21","but you think you’re too good for me to even have to treat me with any compassion"
Sent,"2025-12-06 01:10:14","i hope you try your bullshit. don’t call me until tomorrow afternoon. pretend like this was no big deal. fuck you. you know what happened tonight and you know what it would do to me emotionally. you wanted to hurt me…and you did. badly."
Sent,"2025-12-06 02:22:35","once i find out your safe and deliver this now wiped phone, you can have a great life and stop making me feel like i deserve to be treated like i don’t fucking matter."
Sent,"2025-12-06 02:23:44","you must have changed your mind about wanting me in your life. surely if you did, this would be the absolute last bullshit you would have put me through. fuck you annie i’ve been nothing but good to you and i’ve stayed with you for no reason other than i truly love you"
